fold,class,bar_resnet50,bar_vgg16,bg_frac,excess_resnet,excess_vgg
1,Pepper__bell___Bacterial_spot,0.2048010677099228,0.1938788294792175,0.42574139030612246,-0.22094032259619967,-0.23186256082690496
1,Pepper__bell___Bacterial_spot,0.1858961135149002,0.1884824633598327,0.4671157525510204,-0.2812196390361202,-0.2786332891911877
1,Pepper__bell___Bacterial_spot,0.2323794364929199,0.2137917876243591,0.5393415178571429,-0.306962081364223,-0.3255497302327838
1,Pepper__bell___Bacterial_spot,0.2181905657052993,0.1825073361396789,0.470703125,-0.25251255929470073,-0.2881957888603211
1,Pepper__bell___Bacterial_spot,0.2416230589151382,0.2838766574859619,0.6036551339285714,-0.3620320750134332,-0.3197784764426095
1,Pepper__bell___Bacterial_spot,0.1833718866109848,0.2111957222223281,0.5112404336734694,-0.3278685470624846,-0.3000447114511413
1,Pepper__bell___Bacterial_spot,0.2963945269584656,0.24989914894104,0.593132174744898,-0.2967376477864324,-0.34323302580385795
1,Pepper__bell___Bacterial_spot,0.1766512393951416,0.1702046990394592,0.505500637755102,-0.3288493983599604,-0.3352959387156428
1,Pepper__bell___Bacterial_spot,0.296580970287323,0.3387737870216369,0.5838847257653061,-0.28730375547798315,-0.24511093874366924
1,Pepper__bell___Bacterial_spot,0.2444874048233032,0.2649568915367126,0.5980548469387755,-0.3535674421154723,-0.33309795540206294
1,Pepper__bell___Bacterial_spot,0.199827492237091,0.1260099560022354,0.4024035395408163,-0.2025760473037253,-0.2763935835385809
1,Pepper__bell___Bacterial_spot,0.2017248570919037,0.1911606639623642,0.5659279336734694,-0.3642030765815657,-0.3747672697111052
1,Pepper__bell___Bacterial_spot,0.2259238362312317,0.2144131809473037,0.5535714285714286,-0.3276475923401969,-0.33915824762412494
1,Pepper__bell___Bacterial_spot,0.2058663219213485,0.2294439524412155,0.4584462691326531,-0.2525799472113046,-0.22900231669143759
1,Pepper__bell___Bacterial_spot,0.1605226993560791,0.1512694954872131,0.3955676020408163,-0.2350449026847372,-0.2442981065536032
1,Pepper__bell___Bacterial_spot,0.2156556099653244,0.1873697489500045,0.4397520727040816,-0.22409646273875722,-0.2523823237540771
1,Pepper__bell___Bacterial_spot,0.1601831465959549,0.1348362267017364,0.5041055484693877,-0.3439224018734328,-0.3692693217676513
1,Pepper__bell___Bacterial_spot,0.3328740298748016,0.1819496601819992,0.4653419961734694,-0.1324679662986678,-0.2833923359914702
1,Pepper__bell___Bacterial_spot,0.2356959283351898,0.1719225794076919,0.5431281887755102,-0.30743226044032035,-0.37120560936781827
1,Pepper__bell___Bacterial_spot,0.2550748586654663,0.3318241238594055,0.49611367984693877,-0.24103882118147246,-0.16428955598753325
1,Pepper__bell___Bacterial_spot,0.1435084044933319,0.0746760889887809,0.3321109693877551,-0.18860256489442317,-0.25743488039897416
1,Pepper__bell___Bacterial_spot,0.1633007228374481,0.1950671374797821,0.44162547831632654,-0.27832475547887847,-0.24655834083654443
1,Pepper__bell___Bacterial_spot,0.2975654006004333,0.2195168584585189,0.4534239477040816,-0.15585854710364833,-0.23390708924556272
1,Pepper__bell___Bacterial_spot,0.2333976477384567,0.2309588640928268,0.5263671875,-0.2929695397615433,-0.2954083234071732
1,Pepper__bell___Bacterial_spot,0.2506492733955383,0.1519694924354553,0.43795838647959184,-0.18730911308405357,-0.2859888940441365
1,Pepper__bell___Bacterial_spot,0.2297899574041366,0.2485545575618744,0.5003188775510204,-0.27052892014688384,-0.25176431998914606
1,Pepper__bell___Bacterial_spot,0.357974499464035,0.2483373284339904,0.5898636798469388,-0.2318891803829038,-0.3415263514129484
1,Pepper__bell___Bacterial_spot,0.3354722559452057,0.2597912549972534,0.6776745854591837,-0.342202329513978,-0.41788333046193027
1,Pepper__bell___Bacterial_spot,0.2424333095550537,0.1930529475212097,0.5253308354591837,-0.28289752590413,-0.33227788793797397
1,Pepper__bell___Bacterial_spot,0.3831709921360016,0.3645146787166595,0.5759327168367347,-0.19276172470073316,-0.21141803812007526
1,Pepper__bell___Bacterial_spot,0.2360476106405258,0.1119214743375778,0.5033083545918368,-0.26726074395131094,-0.39138688025425894
1,Pepper__bell___Bacterial_spot,0.2550179958343506,0.30183145403862,0.5373286033163265,-0.2823106074819759,-0.23549714927770649
1,Pepper__bell___Bacterial_spot,0.2165164500474929,0.1510358452796936,0.4571906887755102,-0.24067423872801733,-0.3061548434958166
1,Pepper__bell___Bacterial_spot,0.1001755744218826,0.0998972281813621,0.396484375,-0.29630880057811737,-0.2965871468186379
